date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:35:11	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22613aebb0-6c7db%22	https://kasasushi.vn/assets/fonts/icons.svg	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/icons.svg	(from https://kasasushi.vn/assets/css/semantic.min.css?v=202203101700)
10:35:11	56006/56006	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22613aebb0-dac6%22	https://kasasushi.vn/assets/fonts/fontawesome-webfont.eot	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/fontawesome-webfont.eot	(from https://kasasushi.vn/assets/css/font-awesome.min.css)
10:35:11	56780/56780	---M--	200	added ('OK')	text/html	etag:%22ddcc-5cb9d4e9fc0f7%22	https://kasasushi.vn/assets/fonts/fontawesome-webfont.woff2	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/fontawesome-webfont.html	(from https://kasasushi.vn/assets/css/font-awesome.min.css)
10:35:11	65452/65452	---M--	200	added ('OK')	font/woff	etag:%22613aebaf-ffac%22	https://kasasushi.vn/assets/fonts/fontawesome-webfont.woff	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/fontawesome-webfont.woff	(from https://kasasushi.vn/assets/css/font-awesome.min.css)
10:35:12	112160/112160	---M--	200	added ('OK')	application/octet-stream	etag:%22613aebaf-1b620%22	https://kasasushi.vn/assets/fonts/fontawesome-webfont.ttf	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/fontawesome-webfont.ttf	(from https://kasasushi.vn/assets/css/font-awesome.min.css)
10:35:12	3202642/3202642	---M--	200	added ('OK')	image/jpeg	etag:%22644a3e36-30de52%22	https://kasasushi.vn/upload/interface/slider-2-1682587190.jpg	D:/study/website/takuronofull/kasasushi.vn/upload/interface/slider-2-1682587190.jpg	(from https://kasasushi.vn/)
10:35:12	287007/287007	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22613aebaa-4611f%22	https://kasasushi.vn/assets/fonts/fontawesome-webfont.svg	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/fontawesome-webfont.svg	(from https://kasasushi.vn/assets/css/font-awesome.min.css)
10:35:12	47268/47268	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202024%2003:35:12%20GMT	https://kasasushi.vn/assets/css/owl.video.play.png	D:/study/website/takuronofull/kasasushi.vn/assets/css/owl.video.play.html	(from https://kasasushi.vn/assets/css/owl.carousel.min.css)
10:35:13	58938/58938	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261480816-e63a%22	https://kasasushi.vn/assets/fonts/SVN-Gotham-Light.eot	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/SVN-Gotham-Light.eot	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:13	58938/58938	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261480816-e63a%22	https://kasasushi.vn/assets/fonts/SVN-Gotham-Light.eot?	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/SVN-Gotham-Lightd41d.eot	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:13	25344/25344	---M--	200	added ('OK')	font/woff	etag:%2261480817-6300%22	https://kasasushi.vn/assets/fonts/SVN-Gotham-Light.woff	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/SVN-Gotham-Light.woff	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:13	58736/58736	---M--	200	added ('OK')	application/octet-stream	etag:%2261480817-e570%22	https://kasasushi.vn/assets/fonts/SVN-Gotham-Light.ttf	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/SVN-Gotham-Light.ttf	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:13	44064/44064	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261480816-ac20%22	https://kasasushi.vn/assets/fonts/SVN-Gotham-Light-Italic.eot	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/SVN-Gotham-Light-Italic.eot	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:14	44064/44064	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261480816-ac20%22	https://kasasushi.vn/assets/fonts/SVN-Gotham-Light-Italic.eot?	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/SVN-Gotham-Light-Italicd41d.eot	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:14	19664/19664	---M--	200	added ('OK')	font/woff	etag:%2261480816-4cd0%22	https://kasasushi.vn/assets/fonts/SVN-Gotham-Light-Italic.woff	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/SVN-Gotham-Light-Italic.woff	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:14	43848/43848	---M--	200	added ('OK')	application/octet-stream	etag:%2261480816-ab48%22	https://kasasushi.vn/assets/fonts/SVN-Gotham-Light-Italic.ttf	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/SVN-Gotham-Light-Italic.ttf	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:14	58414/58414	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261474f2c-e42e%22	https://kasasushi.vn/assets/fonts/SVN-Gotham-Book.eot	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/SVN-Gotham-Book.eot	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:15	58414/58414	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261474f2c-e42e%22	https://kasasushi.vn/assets/fonts/SVN-Gotham-Book.eot?	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/SVN-Gotham-Bookd41d.eot	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:15	26064/26064	---M--	200	added ('OK')	font/woff	etag:%2261474f2c-65d0%22	https://kasasushi.vn/assets/fonts/SVN-Gotham-Book.woff	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/SVN-Gotham-Book.woff	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:15	58216/58216	---M--	200	added ('OK')	application/octet-stream	etag:%2261474f2c-e368%22	https://kasasushi.vn/assets/fonts/SVN-Gotham-Book.ttf	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/SVN-Gotham-Book.ttf	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:15	43044/43044	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261474f25-a824%22	https://kasasushi.vn/assets/fonts/SVN-Gotham-Book-Italic.eot	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/SVN-Gotham-Book-Italic.eot	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:15	43044/43044	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261474f25-a824%22	https://kasasushi.vn/assets/fonts/SVN-Gotham-Book-Italic.eot?	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/SVN-Gotham-Book-Italicd41d.eot	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:16	20136/20136	---M--	200	added ('OK')	font/woff	etag:%2261474f2a-4ea8%22	https://kasasushi.vn/assets/fonts/SVN-Gotham-Book-Italic.woff	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/SVN-Gotham-Book-Italic.woff	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:16	42832/42832	---M--	200	added ('OK')	application/octet-stream	etag:%2261474f26-a750%22	https://kasasushi.vn/assets/fonts/SVN-Gotham-Book-Italic.ttf	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/SVN-Gotham-Book-Italic.ttf	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:16	56700/56700	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261475281-dd7c%22	https://kasasushi.vn/assets/fonts/SVN-Gotham-Regular.eot	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/SVN-Gotham-Regular.eot	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:16	56700/56700	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261475281-dd7c%22	https://kasasushi.vn/assets/fonts/SVN-Gotham-Regular.eot?	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/SVN-Gotham-Regulard41d.eot	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:17	26440/26440	---M--	200	added ('OK')	font/woff	etag:%226147527f-6748%22	https://kasasushi.vn/assets/fonts/SVN-Gotham-Regular.woff	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/SVN-Gotham-Regular.woff	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:17	56520/56520	---M--	200	added ('OK')	application/octet-stream	etag:%226147527e-dcc8%22	https://kasasushi.vn/assets/fonts/SVN-Gotham-Regular.ttf	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/SVN-Gotham-Regular.ttf	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:17	223928/223928	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261474f25-36ab8%22	https://kasasushi.vn/assets/fonts/SVN-Gotham-Bold.eot	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/SVN-Gotham-Bold.eot	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:17	223928/223928	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261474f25-36ab8%22	https://kasasushi.vn/assets/fonts/SVN-Gotham-Bold.eot?	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/SVN-Gotham-Boldd41d.eot	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:17	64388/64388	---M--	200	added ('OK')	font/woff	etag:%2261474f25-fb84%22	https://kasasushi.vn/assets/fonts/SVN-Gotham-Bold.woff	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/SVN-Gotham-Bold.woff	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:18	223676/223676	---M--	200	added ('OK')	application/octet-stream	etag:%2261474f24-369bc%22	https://kasasushi.vn/assets/fonts/SVN-Gotham-Bold.ttf	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/SVN-Gotham-Bold.ttf	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:18	55820/55820	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22613aebaf-da0c%22	https://kasasushi.vn/assets/fonts/Linearicons-Free.eot?w118d	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/Linearicons-Free54e9.eot	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:18	55820/55820	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22613aebaf-da0c%22	https://kasasushi.vn/assets/fonts/Linearicons-Free.eot?	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/Linearicons-Freed41d.eot	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:18	21780/21780	---M--	200	added ('OK')	text/html	etag:%225514-5cb9d4e9c232e%22	https://kasasushi.vn/assets/fonts/Linearicons-Free.woff2?w118d	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/Linearicons-Free54e9.html	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:19	55696/55696	---M--	200	added ('OK')	font/woff	etag:%22613aebae-d990%22	https://kasasushi.vn/assets/fonts/Linearicons-Free.woff?w118d	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/Linearicons-Free54e9.woff	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:19	55620/55620	---M--	200	added ('OK')	application/octet-stream	etag:%22613aebad-d944%22	https://kasasushi.vn/assets/fonts/Linearicons-Free.ttf?w118d	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/Linearicons-Free54e9.ttf	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:19	205847/205847	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22613aebab-32417%22	https://kasasushi.vn/assets/fonts/Linearicons-Free.svg?w118d	D:/study/website/takuronofull/kasasushi.vn/assets/fonts/Linearicons-Free54e9.svg	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:19	324/324	---M--	200	added ('OK')	image/png	etag:%22613cf3dd-144%22	https://kasasushi.vn/assets/images/line-ui.png	D:/study/website/takuronofull/kasasushi.vn/assets/images/line-ui.png	(from https://kasasushi.vn/assets/css/style.css?v=202203101700)
10:35:20	351294/351294	---M--	200	added ('OK')	image/jpeg	etag:%226201d8e4-55c3e%22	https://kasasushi.vn/upload/pages/ve-chung-toi-1644288228.jpg	D:/study/website/takuronofull/kasasushi.vn/upload/pages/ve-chung-toi-1644288228.jpg	(from https://kasasushi.vn/about-us)
10:35:20	2180/2180	---MCZ	200	added ('OK')	text/css	etag:W/%22615e897f-884%22	https://kasasushi.vn/assets/css/page.css?v=202203101700	D:/study/website/takuronofull/kasasushi.vn/assets/css/page2f36.css	(from https://kasasushi.vn/about-us)
